doc_id,doc_type,text
DOC-OBJ-00093,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-07-23
Reference: OBJ/4022/27

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Christina Garcia, on behalf of Taylor Group (PIN: A30607434832B), hereby formally object to the assessment of KES 28,318,106.69 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00094,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-12-14
Reference: OBJ/6053/68

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Zachary Cummings, on behalf of Christian, Bradley and Atkinson (PIN: A34152517588B), hereby formally object to the assessment of KES 3,994,469.12 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00095,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Kisumu Regional Office

Date: 2026-05-16
Reference: OBJ/9921/29

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Jonathan Roberts, on behalf of Wheeler Ltd (PIN: A89526690777B), hereby formally object to the assessment of KES 12,079,448.10 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00096,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-07-14
Reference: OBJ/7725/30

RE: NOTICE OF OBJECTION — PAYE ASSESSMENT

I, Scott Sullivan, on behalf of Randolph, Jackson and Dawson (PIN: A50150767343B), hereby formally object to the assessment of KES 23,084,438.17 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00097,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-03-19
Reference: OBJ/8466/97

RE: NOTICE OF OBJECTION — CUSTOMS DUTY ASSESSMENT

I, Teresa Parrish, on behalf of Benson, Ward and Morales (PIN: A38792725234B), hereby formally object to the assessment of KES 33,358,693.83 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00098,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-10-15
Reference: OBJ/1374/90

RE: NOTICE OF OBJECTION — PAYE ASSESSMENT

I, Kathy Wright, on behalf of Moody, Miranda and Chapman (PIN: A16144604919B), hereby formally object to the assessment of KES 27,352,576.97 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00099,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-04-26
Reference: OBJ/7603/63

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Kelly Harris, on behalf of Rose, Murphy and Nielsen (PIN: A41234858286B), hereby formally object to the assessment of KES 49,383,202.18 on the following grounds:

1. The assessment is contrary to Section 58 of the East African Customs Management Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00100,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-02-07
Reference: OBJ/2768/91

RE: NOTICE OF OBJECTION — CUSTOMS DUTY ASSESSMENT

I, Vanessa Woods, on behalf of Paul-Ramirez (PIN: A58284501945B), hereby formally object to the assessment of KES 34,531,159.95 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00101,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-05-20
Reference: OBJ/6634/60

RE: NOTICE OF OBJECTION — VAT ASSESSMENT

I, William Galvan, on behalf of Gentry Ltd (PIN: A45474451891B), hereby formally object to the assessment of KES 49,968,709.60 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00102,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-10-27
Reference: OBJ/8514/51

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Hayley Smith, on behalf of Lloyd Inc (PIN: A09607085407B), hereby formally object to the assessment of KES 19,099,146.67 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00103,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-10-27
Reference: OBJ/2633/40

RE: NOTICE OF OBJECTION — VAT ASSESSMENT

I, Sandra Allen, on behalf of Garcia-Moore (PIN: A97334428549B), hereby formally object to the assessment of KES 49,634,967.58 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00104,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-10-10
Reference: OBJ/7162/77

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Carla Powell, on behalf of Smith Inc (PIN: A85313474650B), hereby formally object to the assessment of KES 19,820,496.76 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00105,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-08-04
Reference: OBJ/9277/71

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Kyle Gallagher, on behalf of Davis-Nelson (PIN: A90030880486B), hereby formally object to the assessment of KES 38,926,665.21 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00106,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-01-21
Reference: OBJ/3217/60

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Nicholas Taylor, on behalf of Sullivan PLC (PIN: A44979307911B), hereby formally object to the assessment of KES 24,861,527.96 on the following grounds:

1. The assessment is contrary to Section 37 of the Tax Procedures Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00107,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-11-20
Reference: OBJ/5244/49

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Wesley Black, on behalf of Wood Ltd (PIN: A91681535286B), hereby formally object to the assessment of KES 40,106,501.28 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00108,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Kisumu Regional Office

Date: 2025-09-14
Reference: OBJ/3798/24

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Shelby Estrada, on behalf of Randolph, Harvey and Nguyen (PIN: A93139706059B), hereby formally object to the assessment of KES 31,063,513.60 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00109,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-08-30
Reference: OBJ/3350/46

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Jay Beard, on behalf of Morgan LLC (PIN: A02698162411B), hereby formally object to the assessment of KES 34,058,711.95 on the following grounds:

1. The assessment is contrary to Section 31 of the Value Added Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00110,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Kisumu Regional Office

Date: 2025-09-11
Reference: OBJ/4041/27

RE: NOTICE OF OBJECTION — VAT ASSESSMENT

I, Jose Newton, on behalf of Stevens PLC (PIN: A36895345992B), hereby formally object to the assessment of KES 45,175,015.02 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00111,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-12-19
Reference: OBJ/0312/55

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Kimberly Roberts, on behalf of Anderson, Stewart and Crawford (PIN: A29264557551B), hereby formally object to the assessment of KES 39,441,093.68 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00112,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-12-12
Reference: OBJ/8691/94

RE: NOTICE OF OBJECTION — CUSTOMS DUTY ASSESSMENT

I, Cody Gilbert, on behalf of Mcbride, Medina and Greene (PIN: A41692547943B), hereby formally object to the assessment of KES 36,631,370.41 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00113,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2026-06-19
Reference: OBJ/1801/38

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Deborah Sampson, on behalf of Jenkins, Williams and Davis (PIN: A89725378904B), hereby formally object to the assessment of KES 37,386,669.20 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00114,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-06-05
Reference: OBJ/9953/29

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Annette Obrien, on behalf of Ramirez PLC (PIN: A14818857206B), hereby formally object to the assessment of KES 39,336,314.91 on the following grounds:

1. The assessment is contrary to Section 37 of the Tax Procedures Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00115,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-08-31
Reference: OBJ/2791/32

RE: NOTICE OF OBJECTION — CUSTOMS DUTY ASSESSMENT

I, Joan Harrington, on behalf of Ellis-Torres (PIN: A23531150480B), hereby formally object to the assessment of KES 45,678,674.38 on the following grounds:

1. The assessment is contrary to Section 58 of the East African Customs Management Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00116,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-09-23
Reference: OBJ/4997/86

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Joanna Martinez, on behalf of Alexander-Lopez (PIN: A51100991430B), hereby formally object to the assessment of KES 48,370,834.60 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00117,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-07-22
Reference: OBJ/6624/33

RE: NOTICE OF OBJECTION — VAT ASSESSMENT

I, James Christensen, on behalf of Patel, Guerrero and Howard (PIN: A44445382996B), hereby formally object to the assessment of KES 40,221,415.30 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00118,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2026-06-07
Reference: OBJ/5732/84

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Gwendolyn Hartman, on behalf of Peterson, Russo and Hill (PIN: A20812702014B), hereby formally object to the assessment of KES 37,719,867.08 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00119,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-07-09
Reference: OBJ/5898/42

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Andrew Roberts, on behalf of Miller, Meyer and Payne (PIN: A90651241053B), hereby formally object to the assessment of KES 33,736,591.20 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00120,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-03-18
Reference: OBJ/6958/64

RE: NOTICE OF OBJECTION — VAT ASSESSMENT

I, Mrs. Pamela Delacruz, on behalf of Adams-Garcia (PIN: A76511707680B), hereby formally object to the assessment of KES 4,560,628.63 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00121,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-10-31
Reference: OBJ/8816/77

RE: NOTICE OF OBJECTION — CUSTOMS DUTY ASSESSMENT

I, Helen Fleming, on behalf of Barrera-Johnson (PIN: A61316644011B), hereby formally object to the assessment of KES 26,851,786.80 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00122,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-02-07
Reference: OBJ/3331/69

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Sara Ward, on behalf of Gardner, Ramirez and Williams (PIN: A84019504639B), hereby formally object to the assessment of KES 37,463,129.60 on the following grounds:

1. The assessment is contrary to Section 58 of the East African Customs Management Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00123,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-10-06
Reference: OBJ/2720/61

RE: NOTICE OF OBJECTION — VAT ASSESSMENT

I, Kenneth Walters, on behalf of Galvan, Walker and Reid (PIN: A39624812445B), hereby formally object to the assessment of KES 41,129,744.20 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00124,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2026-05-26
Reference: OBJ/0967/91

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Donna Hill, on behalf of Taylor, Stewart and Roberts (PIN: A51790851711B), hereby formally object to the assessment of KES 11,729,404.02 on the following grounds:

1. The assessment is contrary to Section 37 of the Tax Procedures Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00125,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Kisumu Regional Office

Date: 2026-06-17
Reference: OBJ/8837/25

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Tamara Boone, on behalf of Brown-Hart (PIN: A01990161314B), hereby formally object to the assessment of KES 16,433,913.78 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00126,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-06-15
Reference: OBJ/8242/29

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Don West, on behalf of Mcgrath-Thomas (PIN: A48236137031B), hereby formally object to the assessment of KES 3,207,691.21 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00127,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-09-30
Reference: OBJ/6143/48

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Sherry Bender, on behalf of Turner and Sons (PIN: A07497640565B), hereby formally object to the assessment of KES 32,479,510.34 on the following grounds:

1. The assessment is contrary to Section 31 of the Value Added Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00128,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-04-25
Reference: OBJ/1981/60

RE: NOTICE OF OBJECTION — PAYE ASSESSMENT

I, Amber Sampson, on behalf of Gomez, Lee and Duncan (PIN: A52271223970B), hereby formally object to the assessment of KES 47,315,763.57 on the following grounds:

1. The assessment is contrary to Section 31 of the Value Added Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00129,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Kisumu Regional Office

Date: 2025-07-19
Reference: OBJ/0392/46

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Amber Holland, on behalf of Smith-Vasquez (PIN: A51982433622B), hereby formally object to the assessment of KES 4,904,740.33 on the following grounds:

1. The assessment is contrary to Section 58 of the East African Customs Management Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00130,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Kisumu Regional Office

Date: 2026-03-04
Reference: OBJ/7145/55

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Jesse Jordan, on behalf of Hughes, Lawrence and Simon (PIN: A20351901390B), hereby formally object to the assessment of KES 22,709,505.66 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00131,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-07-02
Reference: OBJ/8876/14

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Alexandria Oliver MD, on behalf of Morgan Group (PIN: A02855025040B), hereby formally object to the assessment of KES 47,301,405.58 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00132,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-11-25
Reference: OBJ/8253/51

RE: NOTICE OF OBJECTION — WITHHOLDING TAX ASSESSMENT

I, Javier Fowler, on behalf of Robinson, Hall and Booth (PIN: A00442821047B), hereby formally object to the assessment of KES 36,343,627.57 on the following grounds:

1. The assessment is contrary to Section 31 of the Value Added Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00133,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Kisumu Regional Office

Date: 2026-04-23
Reference: OBJ/6935/91

RE: NOTICE OF OBJECTION — PAYE ASSESSMENT

I, William Alvarez, on behalf of Butler-Hutchinson (PIN: A81014933007B), hereby formally object to the assessment of KES 41,692,969.51 on the following grounds:

1. The assessment is contrary to Section 12 of the Tax Appeals Tribunal Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00134,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-11-18
Reference: OBJ/6862/22

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Allison Henry, on behalf of Martinez Group (PIN: A87857157725B), hereby formally object to the assessment of KES 1,684,178.53 on the following grounds:

1. The assessment is contrary to Section 58 of the East African Customs Management Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00135,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-09-14
Reference: OBJ/6166/95

RE: NOTICE OF OBJECTION — CUSTOMS DUTY ASSESSMENT

I, Stephanie Martin, on behalf of Lopez, Valdez and Baker (PIN: A92378680457B), hereby formally object to the assessment of KES 22,262,558.20 on the following grounds:

1. The assessment is contrary to Section 31 of the Value Added Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00136,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-10-30
Reference: OBJ/0322/60

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Robert Rodriguez, on behalf of Jackson LLC (PIN: A79055688187B), hereby formally object to the assessment of KES 49,047,339.53 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00137,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2025-07-24
Reference: OBJ/4206/75

RE: NOTICE OF OBJECTION — CUSTOMS DUTY ASSESSMENT

I, Bryan Sandoval, on behalf of Banks Inc (PIN: A44399174606B), hereby formally object to the assessment of KES 17,965,758.37 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00138,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-06-16
Reference: OBJ/1098/94

RE: NOTICE OF OBJECTION — VAT ASSESSMENT

I, Andrea Jones, on behalf of Johnson PLC (PIN: A59297559376B), hereby formally object to the assessment of KES 48,411,933.45 on the following grounds:

1. The assessment is contrary to Regulation 15 of the VAT Regulations 2017.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00139,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Kisumu Regional Office

Date: 2026-06-24
Reference: OBJ/0648/34

RE: NOTICE OF OBJECTION — EXCISE DUTY ASSESSMENT

I, Joshua Dixon, on behalf of Gardner, Hamilton and Gallegos (PIN: A25968271628B), hereby formally object to the assessment of KES 10,644,685.48 on the following grounds:

1. The assessment is contrary to Section 31 of the Value Added Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00140,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Mombasa Regional Office

Date: 2026-02-17
Reference: OBJ/0066/03

RE: NOTICE OF OBJECTION — INCOME TAX ASSESSMENT

I, Robert Edwards, on behalf of Guzman-Bryant (PIN: A99511176086B), hereby formally object to the assessment of KES 2,576,396.61 on the following grounds:

1. The assessment is contrary to Section 47 of the Income Tax Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
DOC-OBJ-00141,Objection Letter,"THE COMMISSIONER
Kenya Revenue Authority
Times Tower, Nairobi

Date: 2025-11-27
Reference: OBJ/4240/78

RE: NOTICE OF OBJECTION — VAT ASSESSMENT

I, Aaron Blanchard, on behalf of Black-Morgan (PIN: A70738282749B), hereby formally object to the assessment of KES 39,359,556.09 on the following grounds:

1. The assessment is contrary to Section 37 of the Tax Procedures Act.
2. The Commissioner failed to consider supporting documentation submitted.
3. The assessed amount is excessive and not supported by the evidence on record.

We respectfully request a review and withdrawal of the said assessment."
